date,region,confirmed,active,cured,deaths
27/03/2020,Andaman and Nicobar Islands,1,1,0,0
28/03/2020,Andaman and Nicobar Islands,6,6,0,0
29/03/2020,Andaman and Nicobar Islands,9,9,0,0
30/03/2020,Andaman and Nicobar Islands,9,9,0,0
31/03/2020,Andaman and Nicobar Islands,10,10,0,0
01/04/2020,Andaman and Nicobar Islands,10,10,0,0
02/04/2020,Andaman and Nicobar Islands,10,10,0,0
03/04/2020,Andaman and Nicobar Islands,10,10,0,0
04/04/2020,Andaman and Nicobar Islands,10,10,0,0
05/04/2020,Andaman and Nicobar Islands,10,10,0,0
06/04/2020,Andaman and Nicobar Islands,10,10,0,0
07/04/2020,Andaman and Nicobar Islands,10,10,0,0
08/04/2020,Andaman and Nicobar Islands,10,10,0,0
09/04/2020,Andaman and Nicobar Islands,11,11,0,0
10/04/2020,Andaman and Nicobar Islands,11,11,0,0
11/04/2020,Andaman and Nicobar Islands,11,11,0,0
12/04/2020,Andaman and Nicobar Islands,11,1,10,0
13/04/2020,Andaman and Nicobar Islands,11,1,10,0
14/04/2020,Andaman and Nicobar Islands,11,1,10,0
15/04/2020,Andaman and Nicobar Islands,11,1,10,0
16/04/2020,Andaman and Nicobar Islands,11,1,10,0
17/04/2020,Andaman and Nicobar Islands,11,1,10,0
18/04/2020,Andaman and Nicobar Islands,12,1,11,0
19/04/2020,Andaman and Nicobar Islands,14,3,11,0
20/04/2020,Andaman and Nicobar Islands,15,4,11,0
21/04/2020,Andaman and Nicobar Islands,16,5,11,0
22/04/2020,Andaman and Nicobar Islands,16,5,11,0
23/04/2020,Andaman and Nicobar Islands,18,7,11,0
24/04/2020,Andaman and Nicobar Islands,22,11,11,0
25/04/2020,Andaman and Nicobar Islands,27,16,11,0
26/04/2020,Andaman and Nicobar Islands,33,22,11,0
27/04/2020,Andaman and Nicobar Islands,33,22,11,0
28/04/2020,Andaman and Nicobar Islands,33,22,11,0
29/04/2020,Andaman and Nicobar Islands,33,18,15,0
30/04/2020,Andaman and Nicobar Islands,33,18,15,0
01/05/2020,Andaman and Nicobar Islands,33,17,16,0
02/05/2020,Andaman and Nicobar Islands,33,17,16,0
03/05/2020,Andaman and Nicobar Islands,33,17,16,0
04/05/2020,Andaman and Nicobar Islands,33,1,32,0
05/05/2020,Andaman and Nicobar Islands,33,1,32,0
06/05/2020,Andaman and Nicobar Islands,33,1,32,0
07/05/2020,Andaman and Nicobar Islands,33,1,32,0
08/05/2020,Andaman and Nicobar Islands,33,0,33,0
09/05/2020,Andaman and Nicobar Islands,33,0,33,0
10/05/2020,Andaman and Nicobar Islands,33,0,33,0
11/05/2020,Andaman and Nicobar Islands,33,0,33,0
12/05/2020,Andaman and Nicobar Islands,33,0,33,0
13/05/2020,Andaman and Nicobar Islands,33,0,33,0
14/05/2020,Andaman and Nicobar Islands,33,0,33,0
15/05/2020,Andaman and Nicobar Islands,33,0,33,0
16/05/2020,Andaman and Nicobar Islands,33,0,33,0
17/05/2020,Andaman and Nicobar Islands,33,0,33,0
18/05/2020,Andaman and Nicobar Islands,33,0,33,0
19/05/2020,Andaman and Nicobar Islands,33,0,33,0
20/05/2020,Andaman and Nicobar Islands,33,0,33,0
21/05/2020,Andaman and Nicobar Islands,33,0,33,0
22/05/2020,Andaman and Nicobar Islands,33,0,33,0
23/05/2020,Andaman and Nicobar Islands,33,0,33,0
24/05/2020,Andaman and Nicobar Islands,33,0,33,0
25/05/2020,Andaman and Nicobar Islands,33,0,33,0
26/05/2020,Andaman and Nicobar Islands,33,0,33,0
27/05/2020,Andaman and Nicobar Islands,33,0,33,0
28/05/2020,Andaman and Nicobar Islands,33,0,33,0
29/05/2020,Andaman and Nicobar Islands,33,0,33,0
30/05/2020,Andaman and Nicobar Islands,33,0,33,0
31/05/2020,Andaman and Nicobar Islands,33,0,33,0
01/06/2020,Andaman and Nicobar Islands,33,0,33,0
02/06/2020,Andaman and Nicobar Islands,33,0,33,0
03/06/2020,Andaman and Nicobar Islands,33,0,33,0
04/06/2020,Andaman and Nicobar Islands,33,0,33,0
05/06/2020,Andaman and Nicobar Islands,33,0,33,0
06/06/2020,Andaman and Nicobar Islands,33,0,33,0
07/06/2020,Andaman and Nicobar Islands,33,0,33,0
08/06/2020,Andaman and Nicobar Islands,33,0,33,0
09/06/2020,Andaman and Nicobar Islands,33,0,33,0
10/06/2020,Andaman and Nicobar Islands,33,0,33,0
11/06/2020,Andaman and Nicobar Islands,34,1,33,0
12/06/2020,Andaman and Nicobar Islands,38,5,33,0
13/06/2020,Andaman and Nicobar Islands,38,5,33,0
14/06/2020,Andaman and Nicobar Islands,38,5,33,0
15/06/2020,Andaman and Nicobar Islands,38,5,33,0
16/06/2020,Andaman and Nicobar Islands,41,8,33,0
17/06/2020,Andaman and Nicobar Islands,44,11,33,0
18/06/2020,Andaman and Nicobar Islands,44,11,33,0
19/06/2020,Andaman and Nicobar Islands,44,11,33,0
20/06/2020,Andaman and Nicobar Islands,45,10,35,0
21/06/2020,Andaman and Nicobar Islands,47,11,36,0
22/06/2020,Andaman and Nicobar Islands,48,11,37,0
23/06/2020,Andaman and Nicobar Islands,48,11,37,0
24/06/2020,Andaman and Nicobar Islands,50,10,40,0
25/06/2020,Andaman and Nicobar Islands,56,13,43,0
26/06/2020,Andaman and Nicobar Islands,59,16,43,0
27/06/2020,Andaman and Nicobar Islands,72,29,43,0
28/06/2020,Andaman and Nicobar Islands,72,29,43,0
29/06/2020,Andaman and Nicobar Islands,76,31,45,0
30/06/2020,Andaman and Nicobar Islands,90,44,46,0
01/07/2020,Andaman and Nicobar Islands,97,47,50,0
02/07/2020,Andaman and Nicobar Islands,100,50,50,0
03/07/2020,Andaman and Nicobar Islands,109,58,51,0
04/07/2020,Andaman and Nicobar Islands,116,62,54,0
05/07/2020,Andaman and Nicobar Islands,119,53,66,0
06/07/2020,Andaman and Nicobar Islands,125,53,72,0
07/07/2020,Andaman and Nicobar Islands,141,67,74,0
08/07/2020,Andaman and Nicobar Islands,147,72,75,0
09/07/2020,Andaman and Nicobar Islands,149,72,77,0
10/07/2020,Andaman and Nicobar Islands,151,68,83,0
11/07/2020,Andaman and Nicobar Islands,156,64,92,0
12/07/2020,Andaman and Nicobar Islands,163,70,93,0
13/07/2020,Andaman and Nicobar Islands,163,70,93,0
14/07/2020,Andaman and Nicobar Islands,166,57,109,0
15/07/2020,Andaman and Nicobar Islands,166,57,109,0
16/07/2020,Andaman and Nicobar Islands,176,46,130,0
17/07/2020,Andaman and Nicobar Islands,180,47,133,0
18/07/2020,Andaman and Nicobar Islands,194,52,142,0
19/07/2020,Andaman and Nicobar Islands,198,53,145,0
20/07/2020,Andaman and Nicobar Islands,203,58,145,0
21/07/2020,Andaman and Nicobar Islands,207,55,152,0
22/07/2020,Andaman and Nicobar Islands,212,53,159,0
23/07/2020,Andaman and Nicobar Islands,221,58,163,0
24/07/2020,Andaman and Nicobar Islands,240,70,170,0
25/07/2020,Andaman and Nicobar Islands,259,85,174,0
26/07/2020,Andaman and Nicobar Islands,290,114,176,0
27/07/2020,Andaman and Nicobar Islands,324,142,182,0
28/07/2020,Andaman and Nicobar Islands,338,145,192,1
29/07/2020,Andaman and Nicobar Islands,363,166,196,1
30/07/2020,Andaman and Nicobar Islands,428,225,201,2
31/07/2020,Andaman and Nicobar Islands,471,266,201,4
01/08/2020,Andaman and Nicobar Islands,548,329,214,5
02/08/2020,Andaman and Nicobar Islands,636,403,226,7
03/08/2020,Andaman and Nicobar Islands,734,484,242,8
04/08/2020,Andaman and Nicobar Islands,830,557,263,10
05/08/2020,Andaman and Nicobar Islands,928,639,277,12
06/08/2020,Andaman and Nicobar Islands,1027,687,326,14
07/08/2020,Andaman and Nicobar Islands,1123,752,355,16
08/08/2020,Andaman and Nicobar Islands,1222,778,425,19
09/08/2020,Andaman and Nicobar Islands,1351,831,500,20
10/08/2020,Andaman and Nicobar Islands,1490,822,648,20
11/08/2020,Andaman and Nicobar Islands,1625,896,709,20
12/08/2020,Andaman and Nicobar Islands,1764,994,749,21
13/08/2020,Andaman and Nicobar Islands,1900,1050,829,21
14/08/2020,Andaman and Nicobar Islands,2037,1091,924,22
15/08/2020,Andaman and Nicobar Islands,2186,1130,1032,24
16/08/2020,Andaman and Nicobar Islands,2306,1154,1128,24
17/08/2020,Andaman and Nicobar Islands,2399,1145,1226,28
18/08/2020,Andaman and Nicobar Islands,2445,1091,1325,29
19/08/2020,Andaman and Nicobar Islands,2529,1078,1421,30
20/08/2020,Andaman and Nicobar Islands,2604,1045,1529,30
21/08/2020,Andaman and Nicobar Islands,2680,1011,1638,31
22/08/2020,Andaman and Nicobar Islands,2747,971,1744,32
23/08/2020,Andaman and Nicobar Islands,2808,923,1853,32
24/08/2020,Andaman and Nicobar Islands,2860,864,1963,33
25/08/2020,Andaman and Nicobar Islands,2904,777,2092,35
26/08/2020,Andaman and Nicobar Islands,2945,677,2231,37
27/08/2020,Andaman and Nicobar Islands,2985,635,2309,41
28/08/2020,Andaman and Nicobar Islands,3018,602,2374,42
29/08/2020,Andaman and Nicobar Islands,3050,564,2444,42
30/08/2020,Andaman and Nicobar Islands,3081,518,2519,44
31/08/2020,Andaman and Nicobar Islands,3104,473,2586,45
01/09/2020,Andaman and Nicobar Islands,3132,439,2647,46
02/09/2020,Andaman and Nicobar Islands,3160,400,2714,46
03/09/2020,Andaman and Nicobar Islands,3186,381,2758,47
04/09/2020,Andaman and Nicobar Islands,3223,352,2823,48
05/09/2020,Andaman and Nicobar Islands,3257,345,2863,49
06/09/2020,Andaman and Nicobar Islands,3292,338,2904,50
07/09/2020,Andaman and Nicobar Islands,3332,331,2951,50
08/09/2020,Andaman and Nicobar Islands,3359,312,2997,50
09/09/2020,Andaman and Nicobar Islands,3392,307,3035,50
10/09/2020,Andaman and Nicobar Islands,3426,297,3078,51
11/09/2020,Andaman and Nicobar Islands,3465,293,3121,51
12/09/2020,Andaman and Nicobar Islands,3494,286,3157,51
13/09/2020,Andaman and Nicobar Islands,3521,268,3202,51
14/09/2020,Andaman and Nicobar Islands,3546,252,3243,51
15/09/2020,Andaman and Nicobar Islands,3557,227,3278,52
16/09/2020,Andaman and Nicobar Islands,3574,204,3318,52
17/09/2020,Andaman and Nicobar Islands,3593,196,3345,52
18/09/2020,Andaman and Nicobar Islands,3604,174,3378,52
19/09/2020,Andaman and Nicobar Islands,3631,165,3414,52
20/09/2020,Andaman and Nicobar Islands,3644,156,3436,52
21/09/2020,Andaman and Nicobar Islands,3651,147,3452,52
22/09/2020,Andaman and Nicobar Islands,3673,152,3469,52
23/09/2020,Andaman and Nicobar Islands,3691,160,3479,52
24/09/2020,Andaman and Nicobar Islands,3712,166,3494,52
25/09/2020,Andaman and Nicobar Islands,3744,189,3503,52
26/09/2020,Andaman and Nicobar Islands,3759,179,3528,52
27/09/2020,Andaman and Nicobar Islands,3774,171,3551,52
28/09/2020,Andaman and Nicobar Islands,3794,188,3553,53
29/09/2020,Andaman and Nicobar Islands,3803,168,3582,53
30/09/2020,Andaman and Nicobar Islands,3821,181,3587,53
01/10/2020,Andaman and Nicobar Islands,3835,174,3608,53
02/10/2020,Andaman and Nicobar Islands,3848,172,3623,53
03/10/2020,Andaman and Nicobar Islands,3858,174,3631,53
04/10/2020,Andaman and Nicobar Islands,3868,173,3642,53
05/10/2020,Andaman and Nicobar Islands,3884,182,3649,53
06/10/2020,Andaman and Nicobar Islands,3899,186,3659,54
07/10/2020,Andaman and Nicobar Islands,3912,180,3678,54
08/10/2020,Andaman and Nicobar Islands,3935,185,3696,54
09/10/2020,Andaman and Nicobar Islands,3952,190,3707,55
10/10/2020,Andaman and Nicobar Islands,3976,197,3724,55
11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
12/12/2020,Andaman and Nicobar Islands,4798,78,4659,61
13/12/2020,Andaman and Nicobar Islands,4805,79,4665,61
14/12/2020,Andaman and Nicobar Islands,4818,84,4673,61
15/12/2020,Andaman and Nicobar Islands,4834,92,4681,61
17/12/2020,Andaman and Nicobar Islands,4850,91,4698,61
18/12/2020,Andaman and Nicobar Islands,4860,92,4707,61
19/12/2020,Andaman and Nicobar Islands,4869,96,4712,61
20/12/2020,Andaman and Nicobar Islands,4875,95,4719,61
21/12/2020,Andaman and Nicobar Islands,4881,88,4732,61
22/12/2020,Andaman and Nicobar Islands,4888,86,4740,62
23/12/2020,Andaman and Nicobar Islands,4893,82,4749,62
24/12/2020,Andaman and Nicobar Islands,4896,73,4761,62
25/12/2020,Andaman and Nicobar Islands,4901,64,4775,62
26/12/2020,Andaman and Nicobar Islands,4912,69,4781,62
27/12/2020,Andaman and Nicobar Islands,4912,61,4789,62
28/12/2020,Andaman and Nicobar Islands,4924,64,4798,62
29/12/2020,Andaman and Nicobar Islands,4929,64,4803,62
30/12/2020,Andaman and Nicobar Islands,4936,63,4811,62
31/12/2020,Andaman and Nicobar Islands,4941,59,4820,62
03/01/2021,Andaman and Nicobar Islands,4947,48,4837,62
04/01/2021,Andaman and Nicobar Islands,4948,40,4846,62
05/01/2021,Andaman and Nicobar Islands,4948,38,4848,62
06/01/2021,Andaman and Nicobar Islands,4949,31,4856,62
07/01/2021,Andaman and Nicobar Islands,4949,28,4859,62
08/01/2021,Andaman and Nicobar Islands,4958,32,4864,62
09/01/2021,Andaman and Nicobar Islands,4959,31,4866,62
10/01/2021,Andaman and Nicobar Islands,4959,24,4873,62
11/01/2021,Andaman and Nicobar Islands,4960,23,4875,62
12/01/2021,Andaman and Nicobar Islands,4963,17,4884,62
13/01/2021,Andaman and Nicobar Islands,4966,18,4886,62
14/01/2021,Andaman and Nicobar Islands,4969,16,4891,62
15/01/2021,Andaman and Nicobar Islands,4976,23,4891,62
16/01/2021,Andaman and Nicobar Islands,4979,22,4895,62
17/01/2021,Andaman and Nicobar Islands,4982,25,4895,62
18/01/2021,Andaman and Nicobar Islands,4983,25,4896,62
19/01/2021,Andaman and Nicobar Islands,4988,29,4897,62
20/01/2021,Andaman and Nicobar Islands,4989,30,4897,62
21/01/2021,Andaman and Nicobar Islands,4991,29,4900,62
22/01/2021,Andaman and Nicobar Islands,4991,25,4904,62
23/01/2021,Andaman and Nicobar Islands,4992,23,4907,62
24/01/2021,Andaman and Nicobar Islands,4993,24,4907,62
25/01/2021,Andaman and Nicobar Islands,4993,23,4908,62
27/01/2021,Andaman and Nicobar Islands,4994,15,4917,62
28/01/2021,Andaman and Nicobar Islands,4994,10,4922,62
29/01/2021,Andaman and Nicobar Islands,4994,8,4924,62
30/01/2021,Andaman and Nicobar Islands,4994,5,4927,62
31/01/2021,Andaman and Nicobar Islands,4994,4,4928,62
01/02/2021,Andaman and Nicobar Islands,4994,4,4928,62
02/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
03/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
04/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
05/02/2021,Andaman and Nicobar Islands,4994,0,4932,62
06/02/2021,Andaman and Nicobar Islands,4997,3,4932,62
07/02/2021,Andaman and Nicobar Islands,5000,6,4932,62
08/02/2021,Andaman and Nicobar Islands,5001,7,4932,62
09/02/2021,Andaman and Nicobar Islands,5005,11,4932,62
10/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
11/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
12/02/2021,Andaman and Nicobar Islands,5007,13,4932,62
13/02/2021,Andaman and Nicobar Islands,5007,11,4934,62
14/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
15/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
16/02/2021,Andaman and Nicobar Islands,5009,9,4938,62
17/02/2021,Andaman and Nicobar Islands,5013,8,4943,62
18/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
19/02/2021,Andaman and Nicobar Islands,5014,8,4944,62
20/02/2021,Andaman and Nicobar Islands,5014,4,4948,62
21/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
22/02/2021,Andaman and Nicobar Islands,5014,3,4949,62
23/02/2021,Andaman and Nicobar Islands,5015,4,4949,62
24/02/2021,Andaman and Nicobar Islands,5016,5,4949,62
25/02/2021,Andaman and Nicobar Islands,5016,4,4950,62
26/02/2021,Andaman and Nicobar Islands,5016,2,4952,62
27/02/2021,Andaman and Nicobar Islands,5017,3,4952,62
01/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
02/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
03/03/2021,Andaman and Nicobar Islands,5020,6,4952,62
04/03/2021,Andaman and Nicobar Islands,5022,8,4952,62
06/03/2021,Andaman and Nicobar Islands,5024,8,4954,62
07/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
08/03/2021,Andaman and Nicobar Islands,5024,7,4955,62
09/03/2021,Andaman and Nicobar Islands,5026,7,4957,62
10/03/2021,Andaman and Nicobar Islands,5028,8,4958,62
11/03/2021,Andaman and Nicobar Islands,5028,6,4960,62
13/03/2021,Andaman and Nicobar Islands,5029,6,4961,62
14/03/2021,Andaman and Nicobar Islands,5030,4,4964,62
15/03/2021,Andaman and Nicobar Islands,5031,5,4964,62
16/03/2021,Andaman and Nicobar Islands,5031,3,4966,62
17/03/2021,Andaman and Nicobar Islands,5032,3,4967,62
18/03/2021,Andaman and Nicobar Islands,5035,6,4967,62
19/03/2021,Andaman and Nicobar Islands,5036,5,4969,62
20/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
21/03/2021,Andaman and Nicobar Islands,5038,7,4969,62
22/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
23/03/2021,Andaman and Nicobar Islands,5039,8,4969,62
24/03/2021,Andaman and Nicobar Islands,5039,5,4972,62
25/03/2021,Andaman and Nicobar Islands,5041,6,4973,62
27/03/2021,Andaman and Nicobar Islands,5043,7,4974,62
28/03/2021,Andaman and Nicobar Islands,5044,7,4975,62
29/03/2021,Andaman and Nicobar Islands,5046,8,4976,62
30/03/2021,Andaman and Nicobar Islands,5052,14,4976,62
31/03/2021,Andaman and Nicobar Islands,5081,43,4976,62
01/04/2021,Andaman and Nicobar Islands,5083,45,4976,62
02/04/2021,Andaman and Nicobar Islands,5084,42,4980,62
03/04/2021,Andaman and Nicobar Islands,5084,41,4981,62
04/04/2021,Andaman and Nicobar Islands,5098,49,4987,62
05/04/2021,Andaman and Nicobar Islands,5109,57,4990,62
06/04/2021,Andaman and Nicobar Islands,5116,53,5001,62
07/04/2021,Andaman and Nicobar Islands,5123,51,5010,62
08/04/2021,Andaman and Nicobar Islands,5131,49,5020,62
09/04/2021,Andaman and Nicobar Islands,5149,60,5027,62
10/04/2021,Andaman and Nicobar Islands,5161,71,5028,62
11/04/2021,Andaman and Nicobar Islands,5175,75,5038,62
12/04/2021,Andaman and Nicobar Islands,5190,88,5040,62
13/04/2021,Andaman and Nicobar Islands,5201,89,5050,62
14/04/2021,Andaman and Nicobar Islands,5209,93,5054,62
15/04/2021,Andaman and Nicobar Islands,5247,106,5078,63
16/04/2021,Andaman and Nicobar Islands,5262,117,5082,63
17/04/2021,Andaman and Nicobar Islands,5289,116,5110,63
18/04/2021,Andaman and Nicobar Islands,5331,121,5146,64
19/04/2021,Andaman and Nicobar Islands,5390,126,5200,64
20/04/2021,Andaman and Nicobar Islands,5421,145,5212,64
21/04/2021,Andaman and Nicobar Islands,5466,159,5243,64
22/04/2021,Andaman and Nicobar Islands,5490,150,5276,64
23/04/2021,Andaman and Nicobar Islands,5527,153,5309,65
24/04/2021,Andaman and Nicobar Islands,5569,146,5358,65
25/04/2021,Andaman and Nicobar Islands,5614,138,5410,66
26/04/2021,Andaman and Nicobar Islands,5665,132,5467,66
27/04/2021,Andaman and Nicobar Islands,5716,130,5520,66
28/04/2021,Andaman and Nicobar Islands,5764,136,5562,66
29/04/2021,Andaman and Nicobar Islands,5816,143,5606,67
30/04/2021,Andaman and Nicobar Islands,5875,165,5643,67
01/05/2021,Andaman and Nicobar Islands,5949,181,5701,67
02/05/2021,Andaman and Nicobar Islands,6046,205,5773,68
03/05/2021,Andaman and Nicobar Islands,6084,217,5798,69
04/05/2021,Andaman and Nicobar Islands,6150,230,5850,70
05/05/2021,Andaman and Nicobar Islands,6181,232,5879,70
06/05/2021,Andaman and Nicobar Islands,6223,224,5928,71
07/05/2021,Andaman and Nicobar Islands,6255,225,5958,72
08/05/2021,Andaman and Nicobar Islands,6311,209,6030,72
09/05/2021,Andaman and Nicobar Islands,6341,211,6056,74
10/05/2021,Andaman and Nicobar Islands,6367,203,6088,76
11/05/2021,Andaman and Nicobar Islands,6398,195,6125,78
12/05/2021,Andaman and Nicobar Islands,6426,199,6149,78
13/05/2021,Andaman and Nicobar Islands,6470,214,6175,81
14/05/2021,Andaman and Nicobar Islands,6470,214,6175,81
15/05/2021,Andaman and Nicobar Islands,6510,214,6213,83
16/05/2021,Andaman and Nicobar Islands,6568,216,6267,85
17/05/2021,Andaman and Nicobar Islands,6603,232,6283,88
18/05/2021,Andaman and Nicobar Islands,6638,220,6329,89
19/05/2021,Andaman and Nicobar Islands,6674,223,6359,92
20/05/2021,Andaman and Nicobar Islands,6709,229,6385,95
21/05/2021,Andaman and Nicobar Islands,6758,261,6401,96
22/05/2021,Andaman and Nicobar Islands,6789,274,6417,98
23/05/2021,Andaman and Nicobar Islands,6820,278,6441,101
24/05/2021,Andaman and Nicobar Islands,6844,268,6473,103
25/05/2021,Andaman and Nicobar Islands,6853,254,6495,104
26/05/2021,Andaman and Nicobar Islands,6878,228,6544,106
27/05/2021,Andaman and Nicobar Islands,6901,220,6573,108
28/05/2021,Andaman and Nicobar Islands,6917,217,6591,109
30/05/2021,Andaman and Nicobar Islands,6964,191,6660,113
31/05/2021,Andaman and Nicobar Islands,6984,187,6683,114
01/06/2021,Andaman and Nicobar Islands,7005,171,6719,115
02/06/2021,Andaman and Nicobar Islands,7018,155,6745,118
03/06/2021,Andaman and Nicobar Islands,7043,143,6781,119
04/06/2021,Andaman and Nicobar Islands,7070,131,6820,119
05/06/2021,Andaman and Nicobar Islands,7088,115,6852,121
06/06/2021,Andaman and Nicobar Islands,7105,107,6876,122
07/06/2021,Andaman and Nicobar Islands,7119,103,6894,122
08/06/2021,Andaman and Nicobar Islands,7131,96,6912,123
09/06/2021,Andaman and Nicobar Islands,7154,94,6935,125
10/06/2021,Andaman and Nicobar Islands,7168,91,6952,125
11/06/2021,Andaman and Nicobar Islands,7197,99,6973,125
12/06/2021,Andaman and Nicobar Islands,7233,124,6984,125
13/06/2021,Andaman and Nicobar Islands,7243,121,6996,126
14/06/2021,Andaman and Nicobar Islands,7261,110,7025,126
15/06/2021,Andaman and Nicobar Islands,7269,109,7034,126
16/06/2021,Andaman and Nicobar Islands,7280,105,7049,126
17/06/2021,Andaman and Nicobar Islands,7306,100,7079,127
18/06/2021,Andaman and Nicobar Islands,7335,104,7104,127
19/06/2021,Andaman and Nicobar Islands,7363,108,7128,127
20/06/2021,Andaman and Nicobar Islands,7394,105,7162,127
21/06/2021,Andaman and Nicobar Islands,7406,102,7177,127
22/06/2021,Andaman and Nicobar Islands,7415,97,7191,127
23/06/2021,Andaman and Nicobar Islands,7425,103,7195,127
25/06/2021,Andaman and Nicobar Islands,7440,99,7214,127
26/06/2021,Andaman and Nicobar Islands,7441,69,7245,127
27/06/2021,Andaman and Nicobar Islands,7446,54,7265,127
28/06/2021,Andaman and Nicobar Islands,7455,62,7266,127
29/06/2021,Andaman and Nicobar Islands,7462,48,7286,128
30/06/2021,Andaman and Nicobar Islands,7466,42,7296,128
01/07/2021,Andaman and Nicobar Islands,7467,31,7308,128
02/07/2021,Andaman and Nicobar Islands,7469,33,7308,128
03/07/2021,Andaman and Nicobar Islands,7475,22,7325,128
04/07/2021,Andaman and Nicobar Islands,7478,20,7330,128
05/07/2021,Andaman and Nicobar Islands,7482,21,7333,128
06/07/2021,Andaman and Nicobar Islands,7482,15,7339,128
07/07/2021,Andaman and Nicobar Islands,7487,16,7343,128
08/07/2021,Andaman and Nicobar Islands,7491,14,7349,128
